"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39","V1__40","V2__40","V1__41","V2__41","V1__42","V2__42","V1__43","V2__43","V1__44","V2__44","V1__45","V2__45"
"144","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","b","c","b","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a"
"145","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","d","d","d","c","d","c","d","c","d","c","c","c","c","c","b","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","b","b","b","b","c","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","b","a","a","a","a","a","a","a","a","a"
"146","d","d","d","d","d","d","d","d","d","d","c","d","b","d","a","d","a","d","a","d","a","d","a","d","b","d","c","d","c","d","d","c","d","c","d","c","d","c","d","c","c","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","b","b","b","b","c","b","d","b","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a"
"147","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","d","d","d","c","d","c","d","c","d","c","c","c","c","c","b","c","a","c","a","b","a","b","a","b","a","b","b","b","c","b","c","b","d","a","d","a","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a"
"148","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","d","c","d","c","d","c","d","c","d","c","d","c","c","c","b","c","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","a","a","a","a","a","a"
"149","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","d","b","d","a","d","a","d","a","d","b","d","c","d","d","d","d","d","d","c","d","c","d","c","d","c","c","c","b","c","a","c","a","c","a","c","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","a","d","a","d","a","c","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a"
"150","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","a","c","b","c","c","c","c","c","c","c","d","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a"
"151","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","b","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a"
"152","c","d","c","d","b","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","c","c","c","c","c","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","b","b","c","b","c","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a"
"153","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","b","c","c","c","c","d","d","d","d","c","d","c","d","c","d","b","c","b","b","b","b","b","a","b","a","b","a","b","a","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","a","a","a","a","a","b","a","c","a","c","a"
"154","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","b","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","c","b","c","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a"
"155","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","b","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","c","b","c","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a"
"156","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a"
"157","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a"
"158","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","b","b","b","c","b","b","b","b","b","b","b","c","b","c","b","c","b","c","b","c","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"159","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","b","c","b","c","b","c","b","c","c","c","c","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"160","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"161","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","b","c","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a"
"162","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a"
"163","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"164","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"165","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","b","c","b","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a"
"166","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","b","b","b","b","b","c","b","c","b","c","b","c","b","c","b","c","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"167","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","b","b","b","b","c","b","c","b","c","b","c","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"168","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"169","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d"
"170","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"171","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d"
"172","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d"
"173","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"174","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b"
"175","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"176","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","c","d","d","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"177","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"178","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","c","d","d","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"179","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"180","d","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","b","a","b","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","c","b","b","b","b","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","a","c","a","c","a","b","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","b","b","b","b","c","a","d","a"
"181","d","b","d","b","d","b","d","b","d","b","d","b","d","a","c","a","c","a","b","b","b","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","b","b","b","b","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","b","b","b","a","c","a","d","a","d","a","d","a","d","a","d","a","c","b","c","b","b","c","a","d","a"
"182","d","a","d","a","d","a","d","a","d","b","d","c","c","d","c","d","b","d","a","d","a","d","a","d","a","c","a","a","a","a","a","a","a","a","a","b","a","c","b","c","b","d","c","d","d","c","d","c","d","a","d","a","d","a","d","a","d","a","d","b","d","c","c","d","b","d","a","d","a","d","a","b","a","a","a","a","a","a","a","b","a","c","b","d","c","d","c","d","d","c"
"183","d","c","d","c","d","c","d","b","d","a","d","a","c","a","b","b","a","b","a","c","a","d","a","d","a","d","a","d","a","c","a","b","b","b","c","a","c","a","d","a","d","b","d","b","d","d","d","d","d","c","d","b","d","b","d","a","c","a","b","a","b","a","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","c","a","b","b","a","c","a","c","a","d","a","d","b"
"184","d","c","d","c","d","c","d","c","d","c","d","b","d","a","c","a","c","a","b","b","b","b","a","c","a","c","a","d","a","d","a","d","a","c","b","a","b","a","c","a","d","a","d","b","d","c","d","c","d","d","d","d","d","c","d","b","d","a","c","a","c","a","b","a","a","a","a","a","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","b","a","c","a"
"185","d","c","d","c","d","c","d","c","d","c","d","b","d","a","d","a","c","a","c","a","b","a","b","a","a","b","a","c","a","d","a","d","a","d","a","d","a","c","b","b","b","a","c","a","c","a","d","a","d","b","d","c","d","d","d","d","d","c","d","b","d","a","c","a","c","a","b","a","b","a","a","b","a","c","a","c","a","d","a","d","a","d","a","d","a","c","a","b","b","a"
"186","a","b","a","b","a","b","a","b","a","a","a","a","b","a","c","a","c","b","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","a","b","a","a","a","a","a","a","b","a","b","a","b","a","a","a","b","a","a","a","a","b","a","c","a","c","b","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","b","c","b","c","a","b","a"
"187","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","c","b","c","b","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a","c","b","d","c","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","a","b","a"
"188","d","d","d","d","d","d","d","d","d","c","c","b","b","b","b","b","a","c","a","c","a","d","a","d","a","d","a","c","a","b","a","b","b","a","b","a","c","a","c","a","d","b","d","c","d","c","d","d","d","d","d","d","d","c","d","b","d","a","c","a","b","a","b","a","a","b","a","b","a","c","a","d","a","d","a","d","a","c","a","b","b","a","b","a","c","a","d","a","d","a"
"189","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","a","d","a","c","a","d","a","d","a","d","a","d","a","c","a","c","a","b","b","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","a","d","a","d","a","c","a","c","a","b","b","b","b","a","c","a","d","a","d","a","d","a","d","a","c","b","b","b","a","c","a","c","a","d","a","d","a","d","b"
"190","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","b","b","b","b","a","c","a","d","a","d","a","d","a","d","a","c","a","a","b","a","b","a","c","a","c","a","d","a","d","b","d","d","d","d","d","d","d","c","d","b","d","b","c","a","c","a","b","a","b","a","a","b","a","c","a","d","a","d","a","d","a","c","a","b","a","a","b","a","b","a","c","a"
"191","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","b","b","b","a","b","a","c","a","d","a","d","a","d","a","d","a","c","a","a","b","a","b","a","c","a","d","a","d","a","d","c","d","d","d","d","d","c","d","c","d","b","d","a","c","a","c","a","b","a","b","a","b","b","a","b","a","c","a","d","a","d","a","d","a","c","a","b","b","a","b","a"
"192","d","c","d","d","d","c","d","c","d","c","d","c","d","c","d","b","c","a","c","a","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a","b","a","b","b","a","b","a","c","a","c","a","d","b","d","c","d","d","d","d","d","d","d","d","d","b","c","a","c","a","b","a","a","b","a","c","a","c","a","d","a","c","a","d","a","d","a","d","b","d","b","c","b","c","c","c"
"193","d","c","d","c","d","c","c","c","c","c","c","c","b","c","b","c","b","c","a","b","a","b","a","b","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","c","d","b","d","b","d","b","d","b","d","b","d","b","d","a","c","b","c","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","c","b","b","c","a","d","a","d","a","d","a","d","a"
"194","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","b","a","a","a","b","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a","d","a","d","b","c","b","c","c","c","c","b","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d"
"195","d","d","d","d","d","d","d","d","d","b","d","b","d","a","c","a","c","a","b","b","b","b","a","b","a","b","a","b","a","b","a","b","b","b","b","c","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","b","b","b","b","b","b","a","c","a","c","a","c","a","c","a","b","a","c","a","b","a","b","a","c","b","c","b","c","b","c","c","b","d","b"
"196","d","d","d","d","d","d","d","d","d","d","d","a","d","a","d","b","c","b","c","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","c","b","c","b","d","b","d","b","d","a","d","a","d","a","d","a","c","b","c","b","c","b","b","b","b","b","a","c","a","c","a","c","a","b","a","c","a","c","a","c","b","b","b","b","c","c","c","c","d","c","d","c"
"197","a","b","a","b","a","b","a","b","a","d","b","d","b","d","c","d","d","d","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","d","b","d","b","d","a","d","a","d","a","c","a","c","a","b","a","a","a","a","a","b","a","c","b","c","b","b","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","b","b","b","a","b"
"198","a","a","a","a","a","a","a","a","a","b","b","c","b","c","c","c","d","c","d","d","d","d","d","c","d","c","d","c","d","c","d","b","c","b","c","c","b","c","a","c","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","c","a","c","b","c","b","b","c","b","c","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","d","c","d","b","c","b","c"
"199","a","c","a","c","a","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","b","c","a","c","a","c"
"200","a","a","a","a","a","a","b","a","b","b","c","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","b","c","b","c","a","c","a","b","a","b","a","a","a","a","a","b","a","a","a","c","a","c","b","c","c","c","c","b","d","b","d","c","d","d","d","d","d","d","d","c","d","b","c","b","c","b","b","b","a","b","a","a","a","a","a","a"
"201","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","d","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","a","c","b","d","b","c","b","c","c","b","d","b","d","b","d","c","d","c","d","d","d","c","d","c","d","b","c","b","b","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","d","a"
"202","d","c","d","c","d","c","d","c","d","c","d","b","c","b","c","b","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","b","c","b","b","c","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","c","d","c","c","b","c","a","b","a","a","a","a","b","a","d","a","d","a","d","a","d","a","d","a","d","b","c","b","b","c","b","c","b","d","c"
"203","d","d","d","d","d","d","d","d","d","d","d","c","c","c","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","b","c","b","c","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","d","c","c","b","c","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","a","d","a","c","b","c","c","b","c","b","d","c","d","d"
"204","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","b","b","b","a","b","a","b","a","a","a","b","a","b","a","a","a","b","b","b","c","b","c","c","c","c","d","d","d","c","d","b","d","b","d","c","d","d","d","d","d","d","d","d","c","c","c","c","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","c","c","c"
"205","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b","c","b","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","c","b","c","c","d","c","d","c","d"
"206","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","b","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","a","a","a","b","a","b","a","c","a","c","a","c","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","c","a","c","b","c","c","b","d","b","d","a","d","a","d","a","d","a"
"207","c","d","d","d","c","d","c","d","c","d","c","d","d","d","c","d","c","c","b","b","b","b","b","a","c","a","d","a","c","a","c","a","b","a","b","a","c","b","c","b","b","c","c","c","c","c","c","c","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","b","c"
"208","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","b","c","c","c","c","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","c","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","c","c","c","c","d","d","d","d","d","d"
"209","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","c","c","c","c","c","c","c","d","b","d","d","d","d","d","d","d","c","d","c","d","c","c","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","a","d","a","d","b","d","b","d","c","d","c","d","d","d","d"
"210","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","c","c","c","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","a","b","a","b","a","a","a","a","a","a","a","a","a","b","b","b","b","c","c","c"
"211","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b","b","b","c","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","b","c","c","c","c","d"
"212","b","d","b","d","b","d","b","d","b","d","b","d","c","c","c","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","b","d","b","d","c","c","c","c","d","c","d","c","d","b","d","b","d","c","d","b","d","b","d","a","d","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b"
"213","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","b","c","b","c","c","c","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","b","c","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","b","b","b","b","c","c","c","c"
"214","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","b","c","b","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","b","c","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","c","c","c","b","c","b","b","c","b","c","a","b","a","b","a","a","a","a","a","a","a","b","b"
"215","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","b","c","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","c","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","c","b","c","b","d"
"216","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
