"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39"
"168","e","b","e","a","e","b","e","d","e","d","d","e","e","e","e","e","e","e","e","e","e","e","d","d","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b"
"169","e","c","e","a","e","a","e","b","e","c","d","d","b","e","d","e","d","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b"
"170","d","c","e","b","e","a","e","a","e","a","e","c","b","e","d","e","e","e","e","e","e","e","d","e","d","e","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","c","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","c","b","d","b"
"171","d","c","e","a","e","a","e","a","e","c","d","d","c","e","d","e","e","e","d","e","d","e","d","e","d","d","b","c","c","c","c","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","a","c","b","c","b","c","b"
"172","d","c","e","c","e","a","e","a","e","b","d","d","b","e","d","e","e","e","e","e","d","e","d","e","e","e","c","c","c","c","c","c","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","b","a","b","b","c","b"
"173","e","c","e","c","e","a","e","a","e","a","e","c","d","d","d","e","e","e","e","e","e","e","e","e","e","e","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","b","b","a","b","b","b","a","b","a","b","a","b","b","b","b","b","b","b","b","b"
"174","d","d","e","c","e","a","e","a","e","b","e","c","e","d","d","e","d","e","d","e","d","e","c","e","d","e","d","d","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","b","b","a","b","b","b","b","a","b","b"
"175","e","c","e","a","e","a","e","a","e","c","d","d","c","e","d","e","e","e","e","e","e","e","d","e","d","d","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","b","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","b","b","c","a","c","b"
"176","d","c","e","c","e","a","e","a","e","b","e","d","d","d","c","e","e","e","e","e","d","e","d","e","d","e","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","a","b","b","c","b"
"177","d","d","d","c","e","a","e","a","e","a","e","c","d","d","b","e","d","e","e","e","d","e","e","e","d","e","d","d","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b"
"178","e","c","e","a","e","a","e","b","e","d","e","d","c","e","d","e","e","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","b","b","a","b","a","b","a","b","b","b","b","b","b","b","b","b","c","b","c","b"
"179","d","c","e","b","e","a","e","a","e","b","d","c","a","d","d","e","d","e","e","e","e","e","d","e","d","e","c","c","c","c","c","c","b","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","a","c","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","d","b","d","b"
"180","d","c","e","c","e","a","e","a","e","b","e","d","c","d","c","e","d","e","e","e","d","e","d","e","d","e","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","a","c","a","d","b"
"181","d","c","e","b","e","a","e","a","e","c","d","c","b","e","c","e","d","e","c","e","d","e","c","e","d","e","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","b","b","a","b","b","b","b","b","b","b","b","b","c","b","d","b","d","b","e","b"
"182","e","c","e","c","e","a","e","a","e","a","e","c","c","d","c","e","d","e","e","e","d","e","d","e","d","e","c","c","b","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","c","b","d","b"
"183","d","c","e","b","e","a","e","a","e","c","e","c","c","d","c","e","d","e","d","e","d","e","d","e","d","e","d","c","c","c","c","c","b","b","c","c","c","c","b","c","b","c","b","b","c","c","a","c","b","c","a","b","a","b","b","c","a","b","a","b","b","b","a","b","b","b","a","b","b","b","b","b","b","b","c","b","d","b"
"184","d","c","e","a","e","a","e","b","e","d","e","d","c","e","d","e","d","e","d","e","d","e","d","e","c","d","c","c","b","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","c","b","c","b","d","b"
"185","e","c","e","a","e","a","e","a","e","c","d","d","b","e","d","e","e","e","d","e","d","e","d","e","d","d","c","c","c","c","c","c","b","c","b","c","b","c","b","c","c","c","b","c","b","c","b","c","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","c","b","c","b","d","b","d","b"
"186","d","c","e","b","e","a","e","b","e","d","e","c","c","e","c","e","d","e","d","e","d","e","d","e","d","d","c","c","c","c","b","c","c","c","b","c","b","c","b","c","b","c","b","b","b","c","b","c","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","b","b","b","b","b","b","b","a","c","b","c","b"
"187","e","c","e","a","e","a","e","a","e","c","d","d","b","e","d","e","e","e","d","e","d","e","d","e","c","d","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","b","b","b","a","b","a","b","b","b","b","b","c","b","d","b","c","b","d","b"
"188","d","c","e","b","e","a","e","a","e","c","d","c","b","e","c","e","d","e","d","e","d","e","d","e","d","e","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","b","c","b","c","b","d","b"
"189","e","c","e","c","e","a","e","a","e","c","e","d","c","d","c","e","d","e","d","e","d","e","d","e","d","e","d","c","c","c","c","c","b","c","c","c","b","c","b","c","b","b","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","a","b","b","c","b","c","b"
"190","e","c","e","a","e","a","e","a","e","c","e","c","b","e","d","e","e","e","d","e","d","e","d","e","d","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","b","b","c","b","c","b","d","b","d","b"
"191","b","d","b","c","b","c","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","b","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","c","c","b","c","c","d","d","e","d","e","d","e","d","e","e","e","c","e","b","d","e","d","e","b","e","a","e","a","e","c","e"
"192","c","e","c","e","c","e","c","e","b","e","c","e","b","d","b","e","b","d","b","d","a","c","a","b","a","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","c","a","b","a","b","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","d","c","b","c","b","d","c","e","d","e","e","e","d","e","e","e","d"
"193","c","e","c","c","c","e","c","e","b","e","b","d","c","e","b","e","a","c","b","e","b","c","a","b","b","a","b","b","b","a","b","b","b","a","b","a","b","b","c","a","b","b","c","a","c","c","c","a","b","a","c","c","c","a","c","c","c","b","c","e","c","b","c","e","c","d","c","b","d","d","e","e","e","d","e","e","e","e"
"194","c","e","c","e","c","e","c","e","b","e","b","e","b","e","b","e","b","d","b","d","a","c","b","b","a","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","c","b","c","a","b","a","c","b","c","b","c","b","c","b","c","b","c","b","c","c","c","d","c","b","d","c","e","d","e","d","e","d","e","e","e","d"
"195","b","d","b","d","b","c","b","c","b","c","b","b","b","b","b","a","b","a","b","a","b","a","b","a","c","b","b","b","b","b","c","b","c","b","c","b","c","c","c","b","c","b","c","b","c","c","c","b","c","c","c","c","e","c","e","c","e","c","e","c","e","c","e","b","e","b","c","e","b","e","a","e","a","e","b","e","c","d"
"196","b","d","b","c","b","c","b","c","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","b","c","a","b","a","b","b","c","b","c","b","c","b","c","b","c","b","c","c","c","b","c","c","c","c","c","c","c","c","d","d","e","d","e","c","e","c","e","d","e","c","e","b","d","d","c","e","b","e","a","e","a","e","c","d"
"197","b","d","b","d","b","d","b","c","b","c","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","c","c","b","c","c","c","c","c","c","c","c","e","d","e","c","e","c","e","d","e","d","e","c","d","c","c","e","b","e","a","e","a","e","b","e"
"198","b","e","b","d","b","d","b","c","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","b","b","b","c","a","c","b","c","c","c","b","c","b","c","b","c","b","c","b","c","c","c","b","c","c","e","c","e","d","e","d","e","d","e","d","e","c","e","b","c","d","c","e","a","e","a","e","b","e","c","d"
"199","b","c","b","d","a","b","b","c","b","b","b","b","b","b","b","b","b","a","b","a","c","a","b","a","b","a","c","b","c","b","b","a","c","b","c","b","c","b","c","b","c","b","c","c","c","b","c","b","c","d","c","b","d","d","e","c","e","d","e","d","e","d","e","d","e","b","d","d","d","e","b","e","a","e","a","e","c","e"
"200","b","c","b","c","b","b","a","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","c","c","c","c","c","c","c","d","d","e","d","e","d","e","d","e","d","e","d","e","c","c","e","c","e","a","e","a","e","b","e","c","d"
