"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39"
"167","d","b","d","a","d","a","d","c","d","c","c","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"168","d","b","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","c","d","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","c","a"
"169","c","c","d","b","d","a","d","a","d","a","d","c","b","d","c","d","d","d","d","d","d","d","d","d","c","d","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","b","b","a","b","b","b","a","c","a"
"170","d","c","d","a","d","a","d","a","d","c","c","c","b","d","c","d","d","d","c","d","c","d","d","d","c","c","b","c","b","b","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","c","a"
"171","d","c","d","b","d","a","d","a","d","b","d","c","b","d","c","d","d","d","d","d","d","d","c","d","d","d","c","b","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a"
"172","d","c","d","b","d","a","d","a","d","a","d","c","c","d","c","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a"
"173","c","c","d","c","d","a","d","a","d","a","d","c","d","c","c","d","c","d","d","d","c","d","c","d","c","d","c","c","b","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","b","a","a","a","a","b","a","b","a"
"174","d","c","d","a","d","a","d","a","d","c","c","c","b","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","c","a"
"175","c","c","d","b","d","a","d","a","d","a","d","c","c","c","b","d","d","d","d","d","d","d","d","d","d","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","c","a"
"176","c","c","c","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","d","d","c","d","c","d","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"177","d","b","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","d","d","d","d","d","d","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","b","b","a","b","a","c","b"
"178","d","c","d","b","d","a","d","a","d","b","c","c","a","d","c","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","b","c","b","b","b","b","b","b","b","c","b","b","b","b","a","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","a","b","a","b","a","c","b","c","b"
"179","c","c","d","b","d","a","d","a","d","b","d","c","c","c","b","d","c","d","d","d","c","d","c","d","c","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","c","a"
"180","d","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","c","d","b","d","c","d","b","d","c","d","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","c","a","c","a","c","a","d","b"
"181","d","c","d","b","d","a","d","a","d","a","d","c","c","d","b","d","c","d","d","d","c","d","c","d","c","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","b","b","a","b","a","c","a","c","b"
"182","d","c","d","b","d","a","d","a","d","b","d","c","b","d","b","d","d","d","c","d","c","d","c","d","c","d","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","b","a","c","b","c","b"
"183","d","b","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","d","d","c","c","b","b","b","b","b","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","b","b","b","b","b","a","b","a","c","a","c","b"
"184","d","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","c","d","c","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","c","a","d","b"
"185","d","c","d","b","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","c","d","c","d","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a"
"186","d","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","d","d","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","b","a","c","a","c","b","d","b"
"187","d","c","d","b","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","c","d","d","d","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","c","a","c","b"
"188","d","c","d","b","d","a","d","a","d","b","d","c","c","d","c","d","c","d","d","d","c","d","c","d","d","d","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","c","a"
"189","d","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","d","d","d","d","c","d","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","c","a","c","a","c","b"
"190","d","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","d","d","c","d","c","d","c","d","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","b","b","a","b","a","c","a","c","b"
"191","c","d","d","d","c","d","d","d","c","d","c","c","a","b","b","c","c","c","b","c","a","b","b","b","a","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","b","a","a","b","a","b","a","c","a","c","a","c","a","d","a","d","b","d","b","d","b","d","b","d","b","d","c","d","b"
"192","d","d","d","d","c","d","d","d","c","c","a","c","c","c","d","b","b","b","d","c","b","c","c","c","a","b","c","c","a","b","a","b","b","b","a","b","b","b","a","b","b","b","a","a","a","a","b","a","a","a","b","a","a","a","b","a","b","a","d","a","b","a","d","b","d","b","c","b","d","b","d","b","d","b","c","b","d","c"
"193","c","d","d","d","d","d","c","d","d","d","c","c","b","b","c","c","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","c","a","c","a","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c"
"194","c","c","d","b","d","a","d","a","d","b","d","c","b","d","b","d","c","d","c","d","b","d","b","d","c","d","c","c","b","b","b","b","c","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","b","b","a","a","b","a","c","a","c","a","c","a","c","a"
"195","c","c","d","a","d","a","d","a","d","c","d","c","b","d","c","d","c","d","c","d","c","d","c","d","c","d","b","c","b","b","b","b","b","b","b","c","b","b","b","b","b","b","b","b","a","b","b","b","a","b","a","b","a","b","b","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d","b"
"196","d","b","d","a","d","a","d","b","d","c","c","c","b","d","c","d","d","d","c","d","c","d","c","d","b","c","b","c","b","c","b","b","b","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","c","a","b","a","c","b","c","b","d","b"
"197","c","c","d","a","d","a","d","a","d","c","d","c","a","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","a","b","a","b","a","c","a","d","b","d","b"
"198","d","b","d","a","d","a","d","a","d","c","d","c","b","d","c","d","c","d","c","d","c","d","c","d","d","c","b","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","b","b","a","a","b","a","b","a","c","b","c","b"
"199","d","c","d","b","d","a","d","a","d","b","d","c","b","d","c","d","d","d","d","d","d","d","c","d","c","d","c","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","b","b","a","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","b","a","c","a"
