subject_id,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,X1_10,X1_11,X1_12,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,X2_8,X2_9,X2_10,X2_11,X2_12,X3_1,X3_2,X3_3,X3_4,X3_5,X3_6,X3_7,X3_8,X3_9,X3_10,X3_11,X3_12,X4_1,X4_2,X4_3,X4_4,X4_5,X4_6,X4_7,X4_8,X4_9,X4_10,X4_11,X4_12,X5_1,X5_2,X5_3,X5_4,X5_5,X5_6,X5_7,X5_8,X5_9,X5_10,X5_11,X5_12,X6_1,X6_2,X6_3,X6_4,X6_5,X6_6,X6_7,X6_8,X6_9,X6_10,X6_11,X6_12,X7_1,X7_2,X7_3,X7_4,X7_5,X7_6,X7_7,X7_8,X7_9,X7_10,X7_11,X7_12,class
357,0.473245,0.012674,0.075177,-0.890248,0.143053,-0.776101,-0.149575,0.364176,-0.111669,0.013618,-0.142183,0.055009,0.460252,0.018879,0.044509,-0.887141,0.211243,-0.772369,-0.143388,0.360049,-0.128878,-0.023633,-0.165597,0.090351,0.427321,0.027633,0.023014,-0.826814,0.244242,-0.733515,-0.111461,0.320468,-0.137634,-0.104205,-0.169072,0.153209,0.364768,0.008781,0.016525,-0.762717,0.251223,-0.667942,-0.088242,0.261604,-0.147561,-0.172235,-0.175152,0.201852,0.336562,-0.030572,0.021788,-0.68292,0.270704,-0.614219,-0.075361,0.184982,-0.17734,-0.207786,-0.199595,0.23279,0.294393,-0.079093,0.004832,-0.579393,0.340511,-0.577463,-0.047743,0.066196,-0.273711,-0.194518,-0.184605,0.251871,0.213608,-0.094529,-0.035551,-0.566496,0.469009,-0.557677,-0.031827,0.003568,-0.390929,-0.179225,-0.170638,0.260119,C3
358,0.66505,0.210634,-0.434521,-0.565059,0.159337,-0.71597,0.228607,0.032756,-0.16992,-0.213484,-0.163444,0.290301,0.619983,0.128482,-0.406645,-0.552796,0.198899,-0.678918,0.206631,0.006126,-0.204571,-0.208597,-0.126604,0.316798,0.577306,-0.150913,-0.286986,-0.441663,0.157294,-0.550524,0.129785,-0.00641,-0.189552,-0.205259,-0.098726,0.35332,0.783251,-0.35256,-0.262001,-0.255254,0.22996,-0.452023,0.067194,-0.107207,-0.257909,-0.20247,-0.095519,0.335385,0.849704,-0.373785,-0.262026,-0.237433,0.270492,-0.429219,0.036772,-0.186679,-0.283675,-0.214174,-0.072455,0.332125,0.681795,-0.286821,-0.269328,-0.288299,0.383765,-0.435183,0.02224,-0.192821,-0.36208,-0.19978,-0.035247,0.276402,0.498102,-0.174755,-0.231359,-0.293545,0.497734,-0.492577,0.030749,-0.204678,-0.423115,-0.161207,-0.011812,0.209645,C3
359,0.639932,0.260007,-0.100174,-0.684213,0.122232,-0.727524,-0.03006,0.163171,0.057252,-0.126142,-0.176829,0.092198,0.746872,0.312989,-0.078304,-0.656239,0.09662,-0.679738,0.006288,0.147594,0.008787,-0.141988,-0.154615,0.087447,0.697675,0.239834,-0.04808,-0.687264,0.130327,-0.588733,0.003528,0.138382,-0.054029,-0.158113,-0.173297,0.092123,0.70731,0.228649,-0.091034,-0.712414,0.195644,-0.570142,0.020249,0.11499,-0.112593,-0.168025,-0.185831,0.097734,0.696873,0.078921,-0.074559,-0.76455,0.207225,-0.549035,0.073816,0.075261,-0.275983,-0.157792,-0.143448,0.137737,0.412881,-0.073063,-0.062642,-0.718571,0.276866,-0.535911,0.113446,0.038783,-0.383416,-0.16483,-0.103623,0.169361,0.477312,-0.198304,-0.057155,-0.632711,0.33455,-0.4864,0.05112,0.036086,-0.3766,-0.215597,-0.087539,0.1871,C3
360,0.553673,-0.051318,0.259447,-0.698848,0.095548,-0.635772,-0.037062,0.283289,-0.273078,-0.159817,-0.061517,0.155126,0.484577,-0.09599,0.25091,-0.666567,0.101342,-0.582162,-0.004493,0.255753,-0.308851,-0.201385,-0.085618,0.201319,0.478159,-0.127298,0.235715,-0.639477,0.11823,-0.550637,0.019175,0.23932,-0.354887,-0.228559,-0.107457,0.235362,0.482038,-0.142229,0.220312,-0.641125,0.187463,-0.567098,0.016177,0.224799,-0.433877,-0.208171,-0.08736,0.225836,0.380419,-0.118461,0.227365,-0.595083,0.262511,-0.557182,-0.022676,0.128685,-0.458883,-0.143042,-0.034228,0.215738,0.196127,-0.000634,0.313142,-0.518623,0.325375,-0.511734,-0.061761,-0.012535,-0.448535,-0.051244,0.002966,0.139663,0.074147,-0.042769,0.464937,-0.479653,0.359168,-0.466271,-0.067867,-0.073136,-0.463514,-0.004067,-0.014967,0.043411,C3
361,0.732277,-0.250787,-0.114015,-0.646441,0.072699,-0.371841,-0.151306,0.088475,0.038275,-0.289835,-0.158362,0.039424,0.693401,-0.254098,-0.123603,-0.608259,0.095199,-0.378342,-0.129608,0.073685,-0.000782,-0.306201,-0.15316,0.049119,0.846429,-0.297737,-0.081669,-0.587864,0.087789,-0.339364,-0.119395,0.056579,-0.060677,-0.3276,-0.144103,0.092007,0.812841,-0.321318,-0.059411,-0.55956,0.078975,-0.33691,-0.06083,0.021655,-0.145019,-0.330915,-0.106688,0.116445,0.789829,-0.333271,-0.047549,-0.535809,0.100388,-0.33187,-0.03905,0.004183,-0.195066,-0.357419,-0.080316,0.146607,0.832746,-0.374586,-0.011545,-0.498811,0.126656,-0.298544,-0.05323,0.001682,-0.244657,-0.376864,-0.057721,0.16755,0.786374,-0.341391,0.004945,-0.433985,0.175643,-0.268662,-0.044299,-0.044717,-0.286222,-0.38299,-0.008695,0.174216,C3
362,0.44708,0.074589,0.044697,-0.746618,0.187961,-0.637912,-0.168289,0.273687,-0.141737,-0.068913,-0.190001,0.019629,0.449491,0.051698,0.029745,-0.772902,0.242155,-0.604709,-0.117728,0.239205,-0.217037,-0.083306,-0.197934,0.064514,0.505537,-0.0164,0.030363,-0.749262,0.309925,-0.543749,-0.100396,0.186037,-0.287476,-0.118555,-0.174945,0.116485,0.505986,-0.080125,0.050474,-0.707119,0.312614,-0.466292,-0.07543,0.120732,-0.33752,-0.1632,-0.157623,0.148898,0.519071,-0.16027,0.079177,-0.660834,0.288987,-0.427946,-0.031707,0.068793,-0.376167,-0.195022,-0.15536,0.172875,0.398584,-0.182004,0.075222,-0.530803,0.331575,-0.482833,-0.028368,0.024874,-0.418816,-0.180367,-0.129755,0.188029,0.345562,-0.164886,0.1171,-0.403603,0.411962,-0.524885,-0.044816,-0.039442,-0.470954,-0.128392,-0.047368,0.208703,C3
363,0.857432,0.192668,0.064112,-0.834667,0.262606,-0.715457,-0.308633,0.280921,-0.000192,0.061013,-0.202913,-0.046015,0.935051,0.141262,0.120263,-0.829673,0.242933,-0.653239,-0.299812,0.294789,-0.009864,0.002734,-0.199906,-0.024768,1.023812,0.133889,-0.029988,-0.760957,0.266897,-0.564033,-0.240267,0.176453,0.004818,-0.05416,-0.208282,-0.001587,1.103025,0.150716,-0.269646,-0.736992,0.371405,-0.580816,-0.174326,0.07946,-0.024056,-0.031361,-0.266928,-0.001471,1.085795,-0.032678,-0.112816,-0.767549,0.326277,-0.459752,-0.173142,0.06267,-0.128914,-0.106151,-0.207156,0.082925,0.939948,-0.04967,0.016639,-0.614728,0.354676,-0.469802,-0.213423,0.049893,-0.123757,-0.145652,-0.200947,0.149054,0.789958,-0.072579,0.168574,-0.439016,0.389053,-0.523907,-0.250573,-0.006963,-0.165141,-0.091143,-0.119482,0.199282,C3
364,0.540107,0.0894,0.209297,-0.802844,0.057749,-0.744278,-0.128873,0.305346,-0.139703,0.036801,-0.115377,0.087974,0.562405,-0.010208,0.193214,-0.810615,0.113657,-0.724622,-0.118332,0.365374,-0.169286,-0.028559,-0.133633,0.105547,0.531946,-0.081535,0.064352,-0.78468,0.172533,-0.741148,-0.067527,0.323552,-0.209894,-0.044243,-0.131686,0.140734,0.46796,-0.103155,0.056628,-0.784564,0.183527,-0.696466,-0.080749,0.303767,-0.197957,-0.082043,-0.121486,0.150831,0.433419,-0.062816,0.094472,-0.804994,0.196529,-0.585781,-0.05188,0.216308,-0.235311,-0.117687,-0.081413,0.156432,0.370308,-0.044674,-0.008625,-0.784211,0.286356,-0.509757,-0.023122,0.071533,-0.260745,-0.111769,-0.106562,0.181968,0.238221,-0.100239,-0.041022,-0.637105,0.338408,-0.474392,-0.020655,-0.002207,-0.308052,-0.168264,-0.082295,0.257236,C3
365,0.444567,-0.214847,-0.040146,-0.631234,0.059356,-0.562464,0.19273,0.07313,-0.39985,-0.116777,0.020407,0.218533,0.509059,-0.164402,-0.127118,-0.606295,0.096096,-0.577947,0.217908,0.03912,-0.416363,-0.163868,0.045374,0.272337,0.628796,-0.110918,-0.184944,-0.537485,0.120965,-0.554665,0.185508,-0.012788,-0.379936,-0.205584,0.052915,0.315596,0.736088,-0.389816,-0.105861,-0.359066,0.040519,-0.437515,0.147783,-0.090515,-0.318316,-0.230231,0.023217,0.361031,0.661253,-0.600776,0.079697,-0.36231,0.08094,-0.414066,0.126053,-0.116422,-0.374338,-0.177255,-0.008618,0.390745,0.557547,-0.623465,0.09139,-0.247649,0.127357,-0.397707,0.094073,-0.169995,-0.383614,-0.145192,0.01415,0.36567,0.367005,-0.621969,0.103311,-0.202341,0.212403,-0.373803,0.05567,-0.205022,-0.403538,-0.137185,0.02423,0.291656,C3
366,0.621313,0.126047,-0.104917,-0.843583,0.182258,-0.824533,-0.132514,0.224834,-0.017022,0.053164,-0.14689,0.039767,0.584283,0.081344,-0.156168,-0.858857,0.200542,-0.769694,-0.142813,0.221558,-0.004812,0.038996,-0.157786,0.009275,0.607984,-0.039156,-0.153546,-0.882868,0.237455,-0.707654,-0.159522,0.240875,-0.033531,0.011111,-0.178449,0.012804,0.552618,-0.098718,-0.139274,-0.875161,0.271696,-0.616402,-0.171178,0.227083,-0.060233,-0.042233,-0.189743,0.037089,0.492379,-0.167652,-0.183437,-0.827642,0.306827,-0.558653,-0.135425,0.194554,-0.109062,-0.103871,-0.208061,0.076782,0.488327,-0.196663,-0.236304,-0.776448,0.335722,-0.511205,-0.113479,0.143135,-0.145187,-0.13348,-0.217602,0.100307,0.551144,-0.315117,-0.221827,-0.741603,0.36981,-0.445498,-0.101918,0.083415,-0.233797,-0.161142,-0.188352,0.139246,C3
367,0.973324,-0.337384,-0.247533,-0.872453,0.141342,-0.47295,-0.170159,0.224112,0.01477,-0.02865,-0.103938,0.115092,0.916993,-0.413955,-0.309062,-0.808679,0.211384,-0.394422,-0.193596,0.107263,-0.02967,-0.019272,-0.078125,0.151762,0.879633,-0.465775,-0.307144,-0.776561,0.301856,-0.389749,-0.212132,0.082504,-0.074637,-0.00841,-0.081495,0.189739,0.83748,-0.49993,-0.309414,-0.64963,0.277839,-0.359636,-0.20346,0.050699,-0.078773,-0.050716,-0.083824,0.191822,0.47256,-0.551169,-0.175566,-0.659961,0.360884,-0.358915,-0.238236,-0.003585,-0.20061,-0.044563,-0.044837,0.184408,0.540087,-0.560127,-0.089046,-0.543641,0.352523,-0.372178,-0.218626,-0.062098,-0.294837,-0.056975,0.032117,0.264207,0.5527,-0.48401,-0.009919,-0.39943,0.37331,-0.382391,-0.222812,-0.091438,-0.301867,-0.089329,0.075302,0.282926,C3
368,0.827546,-0.199303,0.066374,-0.67658,-0.11695,-0.611915,-0.146631,0.311535,0.081067,-0.08575,-0.09571,0.095946,0.431729,-0.156898,0.045148,-0.664459,-0.055455,-0.586149,-0.132245,0.266806,0.039578,-0.142682,-0.123627,0.116209,0.22583,-0.167624,0.010567,-0.67487,0.010915,-0.545603,-0.12917,0.239519,-0.01568,-0.160941,-0.153197,0.132597,0.158707,-0.200618,-0.013254,-0.673927,0.060978,-0.512099,-0.099722,0.240944,-0.072805,-0.184107,-0.182602,0.128636,0.32523,-0.263588,-0.050657,-0.621069,0.097177,-0.472546,-0.049212,0.194676,-0.134595,-0.229053,-0.170775,0.167419,0.550772,-0.322458,-0.081039,-0.530101,0.125236,-0.43413,-0.057916,0.144033,-0.201467,-0.258388,-0.153061,0.186628,0.583335,-0.219049,-0.209331,-0.414557,0.200367,-0.4079,-0.075047,0.071737,-0.276979,-0.289386,-0.06884,0.210971,C3
369,0.471402,0.250239,-0.184982,-0.438353,-0.051867,-0.77707,-0.091551,0.179628,0.022765,-0.096356,-0.002054,0.110016,0.565934,0.221117,-0.21669,-0.507051,-0.037812,-0.689965,-0.01004,0.223193,-0.039119,-0.119763,-0.032233,0.08678,0.72918,0.114366,-0.306338,-0.551429,-0.005144,-0.63135,0.039462,0.260327,-0.123606,-0.168683,-0.095171,0.073497,0.670273,0.184531,-0.289461,-0.572605,0.002192,-0.570221,0.026447,0.206832,-0.121709,-0.192891,-0.108299,0.034462,0.490161,0.14626,-0.193955,-0.506226,-0.080363,-0.499257,0.041608,0.145674,-0.131911,-0.242145,-0.092852,0.048683,0.427689,0.05756,-0.163483,-0.456868,0.006373,-0.479274,0.021655,0.13743,-0.191003,-0.269281,-0.121046,0.136054,0.468415,-0.056904,-0.072171,-0.555434,0.1959,-0.459279,0.002944,0.110194,-0.273632,-0.213096,-0.161687,0.207732,C3
370,-0.071941,0.081219,0.007764,-0.413553,-0.159765,-0.511387,0.138129,0.056243,-0.241564,-0.154763,0.031939,0.130391,-0.008456,0.067476,-0.104276,-0.275993,-0.043621,-0.459552,0.12358,-0.044573,-0.296115,-0.224022,0.147049,0.159015,0.114693,-0.048027,-0.134261,-0.268473,0.003833,-0.411233,0.177868,-0.106623,-0.355815,-0.261098,0.139149,0.23866,0.209422,-0.118661,-0.108387,-0.235612,0.018765,-0.399162,0.193751,-0.127276,-0.379205,-0.277639,0.124724,0.295725,0.234029,-0.161816,-0.114159,-0.205641,0.078129,-0.409029,0.191394,-0.167401,-0.405702,-0.209945,0.099593,0.334286,0.147556,-0.298479,-0.125028,-0.154364,0.175765,-0.327918,0.132776,-0.266588,-0.384641,-0.104805,0.076404,0.229262,0.099413,-0.417938,-0.053669,0.000276,0.270166,-0.271394,0.076462,-0.278643,-0.382238,-0.097835,0.091998,0.111548,C3
371,0.387923,0.142633,-0.038609,-0.937047,0.199018,-0.49039,0.027482,0.171472,-0.253358,-0.022416,-0.141447,0.061261,0.37783,-0.072823,-0.079668,-0.741797,0.217513,-0.585282,0.025158,0.195251,-0.262352,-0.107103,-0.139642,0.152033,0.326538,-0.139712,-0.074412,-0.69851,0.269203,-0.566032,-0.001945,0.141592,-0.304521,-0.115269,-0.102433,0.20395,0.277818,-0.160288,-0.065254,-0.746764,0.343616,-0.473226,-0.028205,0.066637,-0.368011,-0.088782,-0.072669,0.209525,0.27908,-0.271339,-0.039349,-0.687155,0.398832,-0.489633,-0.039416,0.052499,-0.42972,-0.096459,-0.037182,0.246564,0.295977,-0.285327,0.056571,-0.589913,0.404362,-0.456079,-0.058431,-0.00264,-0.454267,-0.089959,0.019998,0.252069,0.266843,-0.322991,0.124566,-0.427342,0.409152,-0.413322,-0.083256,-0.083766,-0.436615,-0.092307,0.044602,0.216465,C3
372,0.50375,0.077598,-0.115861,-0.713022,-0.022649,-0.803377,0.045676,0.271113,0.026258,-0.026584,-0.085022,0.184738,0.809297,0.157902,-0.206395,-0.696541,-0.044528,-0.74773,0.132562,0.193788,-0.009323,-0.045402,-0.095244,0.191309,0.747819,0.086134,-0.201262,-0.702611,-0.038048,-0.575559,0.127062,0.084383,-0.05671,-0.05191,-0.114281,0.190419,0.398349,-0.019193,-0.215466,-0.679889,0.116921,-0.575076,0.104251,0.084417,-0.125199,-0.116669,-0.145682,0.221709,0.485611,0.059635,-0.230109,-0.589808,0.230532,-0.555124,0.084239,0.074333,-0.150455,-0.203248,-0.173882,0.24363,0.381538,0.051254,-0.232193,-0.562631,0.316284,-0.502581,0.064363,-0.008633,-0.247056,-0.213854,-0.124394,0.211383,0.189902,0.069103,-0.139609,-0.500652,0.360211,-0.485943,0.080446,-0.106412,-0.337686,-0.196555,-0.048138,0.224757,C3
373,0.843274,0.285925,-0.142612,-0.746645,0.14544,-0.679366,-0.03134,0.126324,0.018978,-0.012501,-0.207464,0.097581,0.911254,0.219924,-0.217983,-0.768468,0.102638,-0.638018,0.078138,0.058215,-0.057333,-0.061596,-0.205723,0.133169,0.814579,0.262743,-0.207594,-0.741864,0.19421,-0.62272,0.026904,0.070735,-0.037646,-0.085375,-0.241935,0.108098,0.809149,0.156626,-0.229346,-0.71665,0.283934,-0.61042,0.005388,0.052801,-0.115416,-0.132375,-0.214009,0.140643,0.845465,0.072443,-0.242479,-0.680684,0.349156,-0.591131,0.01346,0.010338,-0.232905,-0.164005,-0.157531,0.223733,0.762876,0.024387,-0.192414,-0.581741,0.404856,-0.547442,0.018441,-0.060734,-0.311524,-0.176889,-0.082945,0.279461,0.604725,-0.011959,-0.112648,-0.487957,0.490949,-0.470228,-0.0213,-0.125117,-0.316299,-0.192725,-0.039777,0.248453,C3
374,1.166602,-0.213504,-0.32865,-0.481546,0.014203,-0.475785,0.034667,0.14333,-0.106612,-0.267087,-0.129335,0.228376,0.920438,-0.271986,-0.214644,-0.344502,0.046522,-0.493127,0.094439,0.066252,-0.195336,-0.226299,-0.157209,0.331884,0.827825,-0.400069,-0.134889,-0.360272,0.070929,-0.443173,0.068837,-0.041727,-0.209383,-0.199837,-0.138236,0.37267,0.734214,-0.340788,-0.121021,-0.273586,0.069512,-0.420673,0.06444,-0.099111,-0.236297,-0.17447,-0.099484,0.360319,0.677307,-0.369967,0.028409,-0.158696,0.153954,-0.377667,0.007181,-0.176225,-0.327468,-0.053792,0.077545,0.31954,0.579767,-0.398961,0.160563,-0.306855,0.331659,-0.327061,0.023703,-0.129686,-0.434732,0.01503,0.130416,0.206497,0.428439,-0.242837,0.178533,-0.241158,0.537162,-0.396955,-0.044934,-0.147518,-0.470637,0.008408,0.04696,0.049206,C3
375,0.717415,0.133263,-0.059673,-0.716782,0.026682,-0.695885,0.013981,0.321837,-0.16256,-0.073591,-0.078265,0.065369,0.747466,-0.061634,-0.078651,-0.707652,0.041155,-0.529943,-0.057132,0.280054,-0.166845,-0.117122,-0.079429,0.070355,0.810211,-0.163828,-0.168234,-0.644299,0.02849,-0.475184,-0.073933,0.247529,-0.146211,-0.198464,-0.064596,0.094083,0.82846,-0.312728,-0.126574,-0.61317,0.05037,-0.429113,-0.085637,0.190389,-0.137586,-0.259328,-0.058469,0.169388,0.609893,-0.415437,0.015689,-0.611567,0.137071,-0.389592,-0.120048,0.137094,-0.188086,-0.258331,-0.047143,0.249825,0.602706,-0.513481,0.096375,-0.580559,0.211683,-0.341299,-0.115521,0.092394,-0.265554,-0.252473,-0.030442,0.326786,0.769958,-0.517204,0.084849,-0.511542,0.308635,-0.335143,-0.091928,0.060622,-0.303615,-0.212152,-0.041416,0.312738,C3
376,0.472134,0.060641,0.033432,-0.678265,0.088008,-0.345462,-0.054221,0.094372,-0.040389,-0.186362,0.033227,0.066772,0.416167,-0.008393,0.017531,-0.667906,0.182137,-0.337786,-0.088113,0.15445,-0.095568,-0.234338,0.003123,0.098517,0.360687,-0.072634,-0.00033,-0.58619,0.145982,-0.342086,-0.053369,0.18555,-0.149989,-0.30871,0.035256,0.149036,0.365451,-0.207679,0.075129,-0.574942,0.174235,-0.316974,-0.072603,0.116381,-0.225653,-0.26968,0.020089,0.178521,0.409847,-0.249859,0.164506,-0.521721,0.250332,-0.284422,-0.138282,0.059548,-0.276128,-0.243463,0.030298,0.220205,0.418452,-0.227552,0.190009,-0.284071,0.260438,-0.325379,-0.137452,-0.02369,-0.24766,-0.268356,0.103493,0.249711,0.168447,-0.207174,0.253496,-0.078198,0.205267,-0.465643,-0.033432,-0.082222,-0.258912,-0.138149,0.01526,0.171746,C3
377,0.453036,-0.015938,-0.162128,-0.627743,0.00401,-0.563334,-0.160298,0.250855,-0.000632,-0.059452,-0.072872,0.08164,0.425987,-0.1721,-0.076534,-0.723955,0.063853,-0.514648,-0.164379,0.29122,-0.039894,-0.106512,-0.137207,0.105341,0.494358,-0.1359,-0.167517,-0.704431,0.145532,-0.469438,-0.130329,0.231042,-0.081023,-0.122979,-0.171922,0.124113,0.648423,-0.284541,-0.157996,-0.712339,0.238907,-0.494852,-0.086784,0.178077,-0.170027,-0.142087,-0.182956,0.164458,0.75221,-0.372991,-0.100064,-0.732808,0.355679,-0.488275,-0.106715,0.137743,-0.304068,-0.16674,-0.154993,0.20954,0.54916,-0.274379,0.030259,-0.683147,0.390488,-0.393968,-0.091399,0.04683,-0.399107,-0.159676,-0.084559,0.208948,0.311602,-0.219511,0.119356,-0.551954,0.417247,-0.359395,-0.098112,-0.067115,-0.430431,-0.145979,-0.037551,0.216094,C3
378,0.303067,0.131329,-0.075538,-0.736519,-0.004716,-0.754888,0.030892,0.194471,-0.033773,-0.059171,-0.023867,0.03363,0.242576,0.009794,-0.121262,-0.739109,0.052413,-0.75294,0.027211,0.235089,-0.036842,-0.090774,-0.065176,0.059962,0.216712,-0.157524,-0.159636,-0.755569,0.107813,-0.710342,-0.003538,0.264825,-0.032113,-0.112721,-0.107084,0.083655,0.115204,-0.257076,-0.177711,-0.749333,0.159754,-0.641486,-0.021899,0.243611,-0.048885,-0.153318,-0.130924,0.093995,0.120312,-0.300561,-0.189494,-0.721153,0.204705,-0.596236,-0.02486,0.211829,-0.097264,-0.193604,-0.130102,0.122298,0.192042,-0.328628,-0.193729,-0.655886,0.208523,-0.526921,-0.035637,0.149773,-0.162338,-0.245521,-0.070966,0.17934,0.283243,-0.371834,-0.200535,-0.507227,0.157669,-0.39631,-0.045451,0.029282,-0.181991,-0.345216,0.042185,0.242059,C3
379,0.493118,-0.537114,0.08426,-0.64372,0.266698,-0.349262,-0.119392,0.12434,-0.314967,-0.32611,-0.056247,0.247136,0.504516,-0.544104,0.07916,-0.60087,0.326725,-0.342706,-0.142901,0.049224,-0.311499,-0.327514,-0.051935,0.284726,0.430233,-0.491185,0.07577,-0.513692,0.355132,-0.312587,-0.138794,-0.097986,-0.327331,-0.237624,-0.00937,0.282978,0.199667,-0.524258,0.155374,-0.41761,0.358502,-0.292633,-0.120517,-0.191608,-0.365267,-0.139497,0.033316,0.259043,0.065272,-0.487495,0.189049,-0.31641,0.425976,-0.295367,-0.099782,-0.205835,-0.370821,-0.124189,0.023849,0.174257,-0.034886,-0.492333,0.252924,-0.168649,0.489844,-0.313921,-0.078796,-0.220741,-0.34405,-0.080068,-0.009109,0.054562,-0.083774,-0.493944,0.328725,-0.002762,0.517707,-0.339012,-0.047398,-0.225643,-0.336634,-0.045828,-0.019352,-0.037776,C3
380,0.575931,-0.0581,0.040478,-0.782311,0.130958,-0.414612,-0.130053,0.261973,-0.174123,-0.159355,-0.037535,0.069027,0.52696,-0.199876,0.02017,-0.796158,0.215876,-0.478104,-0.128577,0.268217,-0.218906,-0.209224,-0.066122,0.112847,0.558071,-0.323385,-0.045142,-0.625077,0.172539,-0.484833,-0.065861,0.152326,-0.185753,-0.285387,-0.123088,0.240608,0.313535,-0.314701,0.029688,-0.544637,0.210767,-0.497511,-0.052083,0.069796,-0.239292,-0.233988,-0.199254,0.310113,0.249958,-0.313859,0.050248,-0.479192,0.33001,-0.524174,-0.062985,0.011162,-0.346866,-0.175354,-0.115419,0.29245,0.182391,-0.260132,0.065995,-0.397345,0.416513,-0.525544,-0.003118,-0.051331,-0.463821,-0.126263,-0.02411,0.196774,0.130674,-0.294375,0.145312,-0.326386,0.537741,-0.518515,-0.004105,-0.07107,-0.524435,-0.136842,-0.004601,0.146217,C3
381,0.660528,-0.023513,0.249569,-0.834548,0.001118,-0.73465,-0.100288,0.339452,-0.099657,-0.012012,-0.101173,0.118349,0.798209,-0.083046,0.236953,-0.850798,0.045534,-0.653551,-0.113819,0.377856,-0.098049,-0.084762,-0.134954,0.110152,0.724114,-0.155616,0.132274,-0.940372,0.143977,-0.537467,-0.048798,0.314683,-0.249667,-0.087622,-0.12492,0.081436,0.602364,-0.170511,0.103071,-0.977701,0.202806,-0.520734,-0.03013,0.286379,-0.32619,-0.083131,-0.126291,0.075678,0.52835,-0.185113,0.07408,-0.908238,0.265532,-0.48793,-0.037516,0.229881,-0.376199,-0.109417,-0.091098,0.095948,0.567118,-0.286577,-0.006815,-0.74381,0.327494,-0.441323,-0.071461,0.112021,-0.346275,-0.16791,-0.077027,0.187528,0.655007,-0.395898,-0.0018,-0.583123,0.314368,-0.391828,-0.048098,-0.044635,-0.343414,-0.201857,-0.059688,0.281766,C3
382,0.320565,-0.040902,-0.152415,-0.823575,0.220594,-0.571103,-0.033471,0.223625,-0.179833,-0.125069,-0.11435,0.088312,0.567868,-0.010102,-0.176226,-0.782292,0.284712,-0.487659,-0.060215,0.16772,-0.210038,-0.150542,-0.090062,0.137238,0.493001,-0.054412,-0.029003,-0.773218,0.312724,-0.417003,-0.074478,0.147567,-0.302073,-0.142626,-0.037293,0.165169,0.35014,-0.150638,-0.01439,-0.712051,0.398989,-0.360107,-0.142335,0.081737,-0.323836,-0.141273,-0.03108,0.177887,0.266577,-0.253871,-0.02737,-0.615753,0.46588,-0.370479,-0.130122,0.023929,-0.364706,-0.165119,-0.043587,0.189068,0.245936,-0.318397,-0.023214,-0.47867,0.53727,-0.410202,-0.100881,-0.045498,-0.427043,-0.171152,-0.032715,0.198379,0.207729,-0.266893,0.030899,-0.362751,0.561509,-0.385818,-0.065936,-0.131574,-0.450588,-0.171057,-0.002357,0.190096,C3
383,0.879957,0.003114,-0.076939,-0.639252,-0.110175,-0.504503,0.024032,0.261141,-0.132873,-0.293648,0.03688,0.064665,0.838093,-0.183256,-0.021134,-0.641674,-0.039031,-0.403055,-0.025615,0.243428,-0.191269,-0.285074,-0.002781,0.086994,0.82391,-0.308282,-0.047218,-0.568107,0.051281,-0.356147,-0.081396,0.231609,-0.22344,-0.325993,-0.021316,0.121998,0.648352,-0.273282,-0.106044,-0.459,0.146464,-0.343582,-0.065099,0.130847,-0.196992,-0.394229,0.005791,0.202869,0.472897,-0.332382,-0.082208,-0.336571,0.203008,-0.299119,-0.037592,0.01259,-0.204346,-0.399818,0.019234,0.277684,0.188614,-0.354161,-0.085948,-0.246618,0.320573,-0.34749,0.016708,-0.041581,-0.324173,-0.30036,-0.055936,0.27645,-0.013007,-0.350328,-0.109792,-0.138192,0.465792,-0.418057,0.019006,-0.085963,-0.405125,-0.237112,-0.086732,0.204865,C3
384,1.051461,-0.36852,-0.005679,-0.604618,0.088862,-0.347324,-0.191096,0.161382,-0.026202,-0.409728,-0.138274,0.21353,1.040685,-0.493996,-0.081317,-0.418561,0.11101,-0.305446,-0.145239,0.046641,-0.106468,-0.328558,-0.151864,0.237867,0.817407,-0.55334,-0.036297,-0.343103,0.20938,-0.282725,-0.114816,0.002187,-0.301237,-0.183747,-0.160584,0.175099,0.654627,-0.538099,-0.055106,-0.335755,0.335542,-0.262119,-0.123044,-0.032766,-0.406624,-0.178278,-0.099374,0.14186,0.623607,-0.546987,-0.035156,-0.301165,0.513686,-0.315949,-0.141243,-0.024253,-0.457571,-0.211082,-0.058128,0.159399,0.553797,-0.6188,0.040922,-0.242767,0.609931,-0.304163,-0.140518,-0.048665,-0.470326,-0.213371,-0.047601,0.141509,0.557037,-0.634456,0.093976,-0.168046,0.646165,-0.331424,-0.137115,-0.046286,-0.456571,-0.214735,-0.053021,0.110842,C3
